# Romanized Bengali → Bengali spelling map.
#
# How people actually type Bengali in Latin letters, and what they mean by it.
# Chat spelling drops vowels wholesale ("tmr" for তোমার, "amk" for আমাকে), and
# no phonetic rule recovers a vowel that was never typed, so those spellings
# are listed outright. Colloquial and regional inflections ("boltiso" →
# বলতিসো) are here for the same reason.
#
# Derived from the romanized Bengali frequency list in wmkeyboard-data
# (data/bn/bn_rom.txt.gz), limited to spellings seen 5+ times. The 2000
# most frequent entries were reviewed a second time.
#
# Format: spelling<TAB>bengali   (one mapping per line; # starts a comment)
# A spelling may repeat to offer several forms, most-preferred first.
# Loaded after en_bn.tsv, so the hand-written loanword spellings win a tie.
# Hand edits here are welcome and outrank everything the generator produced.
ekhono	এখনো
mollik	মল্লিক
tali	তালি
deo	দেও
kor	কর
kom	কম
hok	হোক
in	ইন
amke	আমাকে
add	এড
ammu	আম্মু
iccha	ইচ্ছা
room	রুম
dey	দেয়
bou	বৌ
aj	আজ
akkhor	অক্ষর
batch	ব্যাচ
hoiye	হয়ে
keno	কেনো
uchit	উচিত
hote	হতে
oke	ওকে
sala	সালা
oder	ওদের
prem	প্রেম
ghum	ঘুম
valoi	ভালোই
mela	মেলা
bal	বাল
ko	কও
chilo	ছিলো
mittha	মিথ্যা
ure	উড়ে
tarpor	তারপর
pora	পড়া
thak	থাক
asolei	আসলেই
post	পোস্ট
dese	দেশে
pass	পাস
sesh	শেষ
name	নাম
jane	জানে
ede	এডে
committee	কমিটি
shesh	শেষ
ekdom	একদম
off	অফ
bolse	বলছে
bollo	বল্লো
kow	কও
gula	গুলা
miss	মিস
kahini	কাহিনী
gan	গান
asi	আসি
ager	আগের
hsc	এইচএসসি
jano	জানো
tmra	তোমরা
kisui	কিছুই
hobi	হবি
lav	লাভ
mon	মন
tokhon	তখন
ura	উড়া
jersey	জার্সি
kam	কাম
happy	হ্যাপি
dilam	দিলাম
silo	ছিলো
number	নম্বর
der	ঢের
id	আইডি
korbi	করবি
ayman	আয়মান
jnno	জন্য
korsi	করছি
bola	বলা
bisoy	বিষয়
vule	ভুলে
shuru	শুরু
koye	কয়ে
onk	অনেক
saad	সাদ
like	লাইক
samne	সামনে
hene	হেনে
tahole	তাহলে
ebar	এবার
korba	করবা
running	রানিং
debone	দেবনে
jar	যার
bondhu	বন্ধু
boli	বলি
he	হে
parbo	পারবো
shune	শুনে
full	ফুল
baby	বেবি
bollam	বল্লাম
first	ফার্স্ট
medha	মেধা
reply	রিপ্লাই
ato	অত
klk	কালকে
somoy	সময়
baki	বাকি
bari	বাড়ি
diba	দিবা
right	রাইট
koy	কয়
shudhu	শুধু
shob	সব
dekhlam	দেখলাম
chara	ছাড়া
jabi	যাবি
dew	দেও
gesi	গেছি
thank	থ্যাংক
pera	প্যারা
agei	আগেই
alada	আলাদা
dio	দিও
dosh	দোষ
program	প্রোগ্রাম
hat	হাত
kemon	কেমন
dilo	দিলো
master	মাস্টার
rat	রাত
rate	রাতে
amake	আমাকে
vabe	ভাবে
bolle	বল্লে
lok	লোক
aste	আসতে
keo	কেও
jau	যাও
gay	গায়
kole	কোলে
ak	আক
dorkar	দরকার
jacche	যাচ্ছে
dekhtisi	দেখতিছি
aso	আসো
jak	যাক
ekbar	একবার
nije	নিজে
free	ফ্রি
card	কার্ড
sawal	সওয়াল
jhamela	ঝামেলা
oo	ওও
janina	জানিনা
change	চেঞ্জ
more	মোর
jaiga	জায়গা
bolsi	বলছি
boshe	বসে
pagol	পাগল
vuda	ভুদা
shobai	সবাই
vaste	বাস্তে
emni	এমনি
fail	ফেইল
hate	হাতে
karo	করো
student	স্টুডেন্ট
baba	বাবা
dhaka	ঢাকা
kortisi	করতিসি
mama	মামা
sotti	সত্যি
maire	মাইরে
dekh	দেখ
apu	আপু
english	ইংলিশ
shei	সেই
bolbo	বলবো
khela	খেলা
jabini	যাবিনি
poro	পড়ো
tmio	তুমিও
putul	পুতুল
kre	করে
mare	মারে
best	বেস্ট
jaite	যেতে
konodin	কোনোদিন
nite	নিতে
sad	স্যাড
korso	করছো
akhon	এখন
aktu	একটু
seita	সেটা
thako	থাকো
niche	নিচে
oto	ওতো
bon	বোন
kobo	কবো
korlam	করলাম
amre	আমরে
meeting	মিটিং
chi	ছি
date	ডেট
pura	পুরা
bolar	বোলার
eka	একা
tao	তাও
baccha	বাচ্চা
oide	ওইদে
tule	তুলে
dicchi	দিচ্ছি
dhon	ধন
khaye	খেয়ে
khuje	খুঁজে
tura	তুরা
birthday	বার্থডে
ekdin	একদিন
emba	এম্বা
hye	হয়ে
bangla	বাংলা
tomar	তোমার
parle	পারলে
chup	চুপ
class	ক্লাস
ore	ওরে
porte	পরতে
posondo	পছন্দ
year	ইয়ার
hum	হুম
kortese	করতেছে
jate	যাতে
ohh	ওহ্হ
ga	গা
thakbe	থাকবে
tarikh	তারিখ
diso	দিসো
eksathe	একসাথে
ajk	আজকে
cheye	চেয়ে
bara	বাড়া
bulbul	বুলবুল
vabi	ভাবি
jodio	যদিও
darau	দাঁড়াও
aishe	আইসে
tara	তারা
arekta	আরেকটা
asha	আশা
gua	গুয়া
not	নট
chobi	ছবি
eshb	এইসব
hoie	হয়ে
voy	ভয়
dewar	দেয়ার
use	ইউজ
tore	তোরে
ex	এক্স
kmne	কেমনে
kmne	কীভাবে
upor	উপর
bujhlam	বুঝলাম
chat	চ্যাট
gesilam	গেছিলাম
nane	নানে
kola	কোলা
min	মিন
jei	যেই
sponsor	স্পন্সর
thiki	ঠিকি
monehoy	মনে হয়
too	টু
diber	দিবের
dish	ডিশ
duo	দুয়ো
koisi	কইছি
lagtese	লাগতেছে
kothai	কোথায়
test	টেস্ট
ict	আইসিটি
nijei	নিজেই
mile	মিলে
chor	চোর
bye	বাই
dekhsi	দেখছি
practical	প্র্যাক্টিক্যাল
bana	বানা
cute	কিউট
it	আইটি
dila	দিলা
jayid	জায়েদ
daw	দাও
kiser	কিসের
ten	টেন
she	সে
thakte	থাকতে
dhoro	ধরো
reels	রিলস
dibini	দিবিনি
korese	করেছে
dekhbo	দেখবো
dui	দুই
science	সায়েন্স
kine	কিনে
baire	বাইরে
kak	কাক
diyo	দিয়ো
notun	নতুন
pashe	পাশে
boss	বস
eibar	এইবার
pai	পাই
jawa	যাওয়া
maf	মাফ
naile	নাইলে
sokale	সকালে
uthe	উঠে
uer	উয়ের
saiyan	সায়েন
eid	ঈদ
parba	পার্বা
jaba	যাবা
ace	এস
main	মেইন
teka	টেকা
aita	এইটা
amie	আমি
vore	ভোরে
wasir	ওয়াসির
eida	এইদা
mash	মাস
etto	এত্তো
dara	দাঁড়া
hoto	হোতো
kebol	কেবল
chaile	চাইলে
hajar	হাজার
kya	কিয়া
paper	পেপার
tohfa	তোহফা
pani	পানি
lekha	লেখা
back	ব্যাক
akhn	এখন
barir	বাড়ির
bosor	বছর
kache	কাছে
ashole	আসলে
disilam	দিছিলাম
seen	সিন
ashle	আসলে
done	ডান
hit	হিট
kmn	কেমন
lakh	লক্ষ
naa	না
pakhi	পাখি
shala	শালা
thanks	থ্যাংকস
arek	আরেক
hoile	হোইলে
hoyna	হোয়না
bolso	বলছো
ready	রেডি
voice	ভয়েস
hoito	হোইতো
oito	ওইতো
jibone	জীবনে
anam	আনাম
ashbe	আসবে
bujhe	বুঝে
meyer	মেয়ের
mukh	মুখ
eitai	এইটাই
thekei	থেকেই
porjonto	পর্যন্ত
chau	চাও
vote	ভোট
real	রিয়েল
jokhon	যখন
lagse	লাগছে
ohi	ওহি
sobak	সবাক
areh	আরে
opor	উপর
tkhn	তখন
aise	আইসে
ekhane	এখানে
hobini	হবিনি
oije	ওইযে
bol	বল
frnd	ফ্রেন্ড
hoo	হু
jeno	যেনো
joto	যতো
khabo	খাবো
kokhon	কখন
kijani	কি জানি
krbo	করবো
night	নাইট
boi	বই
khrp	খারাপ
koiro	করো
math	ম্যাথ
zul	জুল
problem	প্রবলেম
ashi	আসি
shate	সাথে
thaka	থাকা
ador	আদর
dekhle	দেখলে
howar	হোয়ার
krte	করতে
close	ক্লোজ
dao	দাও
ahonar	আহোনার
hone	হোনে
koise	কয়েছে
mehbuba	মেহবুবা
abbu	আব্বু
jor	জোর
khai	খাই
nadira	নাদিরা
arts	আর্টস
kire	কিরে
bujha	বুঝা
mujahid	মুজাহিদ
oidin	ওই দিন
raiyan	রাইয়ান
pocha	পচা
tension	টেনশন
school	স্কুল
bair	বাইরে
help	হেল্প
question	কোশ্চেন
tkn	তখন
asole	আসলে
bepar	ব্যাপার
jabone	যাবোনে
disilo	দিছিলো
hafsa	হাফসা
hoyto	হোয়তো
prgrm	প্রোগ্রাম
temon	তেমন
hcche	হচ্ছে
taw	তাও
dam	দাম
dudh	দুধ
nan	নান
pa	পা
natok	নাটক
support	সাপোর্ট
kala	কালা
jbo	যাবো
khushi	খুশি
korei	করেই
tumra	তোমরা
bah	বাহ
message	মেসেজ
next	নেক্সট
song	সং
kae	কায়ে
react	রিঅ্যাক্ট
somoi	সময়
life	লাইফ
ay	আয়
practice	প্র্যাক্টিস
sha	শা
era	এরা
karor	করার
paisi	পেয়েছি
block	ব্লক
hosse	হচ্ছে
mark	মার্ক
hou	হও
koydin	কয়দিন
obostha	অবস্থা
bade	বাড়ে
hasan	হাসান
sath	সাথ
tak	টাক
vaai	ভাই
nosto	নষ্ট
amdr	আমাদের
jemon	যেমন
kocche	করছে
plan	প্ল্যান
note	নোট
band	বন্ধ
list	লিস্ট
hishab	হিসাব
khen	খেন
lagle	লাগলে
nir	নির
voi	ভয়
chile	ছিলে
parbe	পারবে
roll	রোল
try	ট্রাই
achi	আছি
bashai	বাসাই
gelam	গেলাম
goal	গোল
alhamdulillah	আলহামদুলিল্লাহ
iba	ইবা
jni	জানি
physics	ফিজিক্স
gesilo	গেছিলো
korbone	করবোনে
chawal	চাওয়াল
cile	ছিলে
kothay	কোথায়
commerce	কমার্স
dress	ড্রেস
kara	করা
pawa	পাওয়া
tader	তাদের
bolba	বলবা
khule	খুলে
korla	করলা
eide	এইদে
ammur	আম্মুর
lagtise	লাগতিসে
neu	নেউ
arki	আর্কি
hoynai	হয়নাই
shirt	শার্ট
kicu	কিছু
serious	সিরিয়াস
buba	বুবা
mne	মনে
very	ভেরি
khawa	খাওয়া
pori	পড়ি
edward	এডওয়ার্ড
eii	এইই
lgbi	লাগবি
mention	মেনশন
shudu	শুধু
vabtisi	ভাবতিসি
sara	সারা
side	সাইড
doctor	ডক্টর
design	ডিজাইন
hol	হল
boilo	বোইলো
matha	মাথা
chay	চায়
flashmob	ফ্ল্যাশমব
tomake	তোমাকে
bolbe	বলবে
bujhi	বুঝি
drkr	দরকার
medhar	মেধার
sokal	সকাল
cilam	ছিলাম
kazi	কাজি
keba	কেবা
majhe	মাঝে
paye	পায়ে
biyer	বিয়ের
eije	এইযে
marbo	মারবো
porer	পরের
ditam	দিতাম
feel	ফিল
jaihok	যাইহোক
tomader	তোমাদের
dekhar	দেখার
eito	এইতো
kisher	কিসের
aar	আর
iphone	আইফোন
chance	চান্স
jibon	জীবন
order	অর্ডার
shono	শোনো
hoisilo	হয়েছিল
tale	তালে
evabe	এভাবে
faltu	ফালতু
jacchi	যাচ্ছি
jonnei	জন্নেই
page	পেজ
tomra	তোমরা
kas	ক্লাস
kortise	করতিসে
lojja	লজ্জা
suru	শুরু
ghumai	ঘুমাই
hobena	হবেনা
pabo	পাবো
take	তাকে
tay	তায়
ashte	আস্তে
better	বেটার
chini	চিনি
chul	চুল
argentina	আর্জেন্টিনা
brazil	ব্রাজিল
duita	দুইটা
korish	করিস
lal	লাল
shap	শাপ
vabsilam	ভাবছিলাম
bolla	বললা
link	লিঙ্ক
mar	মার
bikale	বিকালে
cutur	কুটর
delete	ডিলিট
result	রেজাল্ট
dicche	দিচ্ছে
jao	যাও
sejan	সেজান
korlo	করলো
meyeder	মেয়েদের
uttor	উত্তর
andolon	আন্দোলন
boka	বোকা
bujhsi	বুঝছি
dibone	দিবোনে
ekai	একাই
personal	পার্সোনাল
shantar	সাঁতার
sthe	সাথে
wow	ওয়াও
bujhte	বুঝতে
emn	এমন
kiss	কিস
share	শেয়ার
bhalo	ভালো
chude	চুদে
diyei	দিয়েই
hoyse	হয়সে
manusher	মানুষের
paile	পেলে
seat	সিট
tora	তোরা
dau	দাও
korbir	করবির
raikhe	রাইখে
howa	হওয়া
saradin	সারাদিন
ssc	এসএসসি
boy	বয়
korena	করেনা
nibe	নিবে
amder	আমাদের
holeu	হলেও
kina	কিনা
asholei	আসলেই
check	চেক
tarikhe	তারিখে
ekjon	একজন
ghumau	ঘুমাও
jealous	জেলাস
kobi	কবি
korber	করবের
kothau	কোথাও
laga	লাগা
raji	রাজি
tumar	তোমার
rakho	রাখো
vablam	ভাবলাম
jana	জানা
lge	লাগে
man	মান
nesha	নেশা
abortion	অ্যাবর্শন
comment	কমেন্ট
eigula	এইগুলা
jayna	জায়না
nile	নিলে
possible	পসিবল
supto	সুপ্ত
horny	হর্নি
kne	কনে
kocchi	কচ্ছি
apni	আপনি
dekhai	দেখাই
die	দিয়ে
gift	গিফট
khata	খাতা
bose	বসে
chuda	চুড়া
dissi	দিসি
tishar	তিশার
besi	বেশি
jaw	যাও
team	টিম
vitor	ভিতর
aunty	আন্টি
deua	দেওয়া
follow	ফলো
sedin	সেদিন
matro	মাত্র
final	ফাইনাল
mood	মুড
proman	প্রমাণ
type	টাইপ
boltisi	বলতিসি
chaire	চেয়ারে
jawar	যাওয়ার
nebo	নেবো
dp	ডিপি
maro	মারো
tmre	তোমারে
dhora	ধরা
emoji	ইমোজি
jehetu	যেহেতু
kolam	কলাম
line	লাইন
obosso	অবশ্য
pro	প্রো
thakbo	থাকবো
eituk	এইটুক
ghure	ঘুরে
match	ম্যাচ
wrong	রং
betha	বেথা
dike	দিকে
koruk	করুক
sathei	সাথেই
senior	সিনিয়র
biri	বিড়ি
bro	ব্রো
lekhe	লেখে
milon	মিলন
tmie	তুমি
edit	এডিট
mana	মানা
please	প্লিজ
bisshash	বিশ্বাস
mittikar	মিত্তিকার
ji	জি
bkash	বিকাশ
paba	পাবা
babu	বাবু
karuk	করুক
banner	ব্যানার
biology	বায়োলজি
jantam	জানতাম
khabar	খাবার
normal	নরমাল
past	পাস্ট
sign	সাইন
uncle	আনকেল
bishoy	বিষয়
dustu	দুষ্ট
member	মেম্বার
meyere	মেয়েরে
oitai	ওইটাই
fb	ফেসবুক
taratari	তাড়াতাড়ি
opoman	অপমান
rajshahi	রাজশাহী
shobar	সবার
ulta	উল্টা
half	হাফ
konta	কোনটা
lagto	লাগতো
bolsilo	বলছিলো
clear	ক্লিয়ার
cum	কাম
online	অনলাইন
parina	পারিনা
already	অলরেডি
bassay	বাসায়
bf	বয়ফ্রেন্ড
charge	চার্জ
game	গেম
topic	টপিক
chemistry	কেমিস্ট্রি
deya	দেওয়া
khaite	খাইতে
tei	তেই
thaki	থাকি
baad	বাদ
dance	ড্যান্স
disile	দিসিলে
fast	ফাস্ট
meyera	মেয়েরা
porle	পড়লে
bolsilam	বলছিলাম
cashier	ক্যাশিয়ার
hobo	হবো
player	প্লেয়ার
den	দেন
eki	একি
website	ওয়েবসাইট
dawat	দাওয়াত
dekhau	দেখাও
porbo	পড়বো
ghonta	ঘণ্টা
joner	জনের
korisi	করছি
koyse	কয়সে
motoi	মতোই
chapri	চ্যাপরি
chudi	চুড়ি
kheyal	খেয়াল
mehu	মেহু
parbona	পারবোনা
will	উইল
baje	বাজে
jeita	যেইটা
neta	নেতা
sadat	সাদাত
seta	সেটা
chinta	চিন্তা
direct	ডিরেক্ট
islam	ইসলাম
khan	খান
monehocche	মনে হচ্ছে
newa	নেওয়া
viral	ভাইরাল
amaro	আমারও
dekhei	দেখেই
family	ফ্যামিলি
loti	লোটি
save	সেভ
geche	গেছে
khawar	খাওয়ার
mukhe	মুখে
app	অ্যাপ
hbini	হবিনি
hoiche	হয়েছে
kortam	করতাম
wish	উইশ
dekhbone	দেখবোনে
how	হাউ
lagbini	লাগবিনি
oidei	ওইদেই
total	টোটাল
banabo	বানাবো
naai	নাই
nijek	নিজেকে
roddro	রড্ডর
single	সিঙ্গেল
vedio	ভিডিও
jene	জেনে
kisuna	কিছুনা
option	অপশন
bra	ব্রা
busy	বিজি
etodin	এতদিন
camera	ক্যামেরা
jamai	জামাই
khoj	খোঁজ
korbu	করবো
mathay	মাথায়
siam	সিয়াম
ashbo	আসব
couple	কাপল
dak	ডাক
extra	এক্সট্রা
paise	পয়সা
insta	ইনস্টা
jeta	যেটা
public	পাবলিক
wait	ওয়েট
gela	গেলা
girl	গার্ল
gorom	গরম
jaiye	যায়ে
shunte	শুনতে
color	কালার
kih	কিহ
okay	ওকে
asbe	আসবে
ou	আউ
par	পার
sound	সাউন্ড
valobasha	ভালোবাসা
maisha	মাইশা
rakhte	রাখতে
buddhi	বুদ্ধি
hoilo	হইলো
krle	করলে
mari	মারি
mathai	মাথাই
rahman	রহমান
breakup	ব্রেকআপ
dujon	দুজন
ekhoni	এখনই
felo	ফেলো
jonni	জন্নী
khau	খাও
pretty	প্রিটি
chaina	চাইনা
porei	পরেই
dekhba	দেখবা
logo	লোগো
sbai	সবাই
size	সাইজ
aytijjo	ঐতিহ্য
churi	চুরি
dighi	দিঘি
egula	এগুলা
eitau	এইটাও
gaan	গান
motamot	মতামত
think	থিংক
ye	যে
arman	আরমান
dilei	দিলেই
khelna	খেলনা
rakha	রাখা
bondho	বন্ধ
kokhono	কখনো
jama	জামা
jamela	ঝামেলা
lagbena	লাগবেনা
part	পার্ট
rafa	রাফা
ses	শেষ
bebohar	ব্যবহার
jasse	যাচ্ছে
korbona	করবনা
sohomot	সহমত
subject	সাবজেক্ট
thke	থেকে
ajker	আজকের
apatoto	আপাতত
kaite	কাইতে
news	নিউজ
nibo	নিবো
pacchi	পাচ্ছি
tarik	তারিখ
thanda	ঠান্ডা
vaibe	ভাইবে
vaiyer	ভাইয়ের
admin	এডমিন
dibu	দিবো
gosol	গোসল
holei	হলেই
parena	পারেনা
asche	আসছে
assa	আচ্ছা
baper	বাপের
ere	এরে
geso	গেসো
kowa	কোয়া
mind	মাইন্ড
sub	সাব
tel	তেল
chill	চিল
gaye	গায়ে
niber	নিবের
sajan	সাজান
taito	তাইতো
het	হেট
kick	কিক
korbini	করবিনি
asle	আসলে
chesta	চেষ্টা
future	ফিউচার
khusi	খুশি
print	প্রিন্ট
chol	চল
ehun	এহুন
jah	যাহ
jante	জানতে
magi	মাগি
pinku	পিংকু
amon	এমন
dekhso	দেখসো
grup	গ্রুপ
mean	মিন
hisab	হিসাব
pant	প্যান্ট
ticket	টিকেট
asei	আসেই
board	বোর্ড
kicchu	কিচ্ছু
tumare	তুমারে
apne	আপনে
boltise	বলতিসে
copy	কপি
dol	দল
fake	ফেক
korsilam	করছিলাম
messenger	মেসেঞ্জার
parbi	পারবি
period	পিরিয়ড
poreu	পড়েও
power	পাওয়ার
seii	সেই
somvob	সম্ভব
takar	টাকার
theme	থিম
vab	ভাব
aytijjor	ঐতিহ্যর
eshob	এসব
gate	গেট
ghumabo	ঘুমাবো
hoite	হইতে
movie	মুভি
pinky	পিংকি
ashar	আসার
koris	করছি
korleu	করলেও
leave	লিভ
du	দু
monmoy	মনময়
partner	পার্টনার
shuna	শোনা
vabo	ভাবো
faisal	ফয়সাল
koidin	কয়দিন
eder	এদের
korai	করাই
etai	এটাই
hot	হট
idea	আইডিয়া
ranna	রান্না
short	শর্ট
bepare	বেপারে
hudai	হুদাই
shuye	শুয়ে
dure	দূরে
vloi	ভালোই
bench	বেঞ্চ
cheler	ছেলের
code	কোড
dayitto	দায়িত্ব
dileu	দিলেও
gari	গাড়ি
jore	জোরে
kauke	কাউকে
khoma	ক্ষমা
khoma	খোমা
live	লাইভ
malin	মালিন
meow	ম্যাও
messi	মেসি
reg	রেজ
tour	ট্যুর
acho	আছো
disse	দিচ্ছে
duijon	দুইজন
hocce	হচ্ছে
asbo	আসবো
chacche	চাচ্ছে
cheleder	ছেলেদের
dekhlm	দেখলাম
haha	হাহা
koish	কইস
korer	করের
minute	মিনিট
prothom	প্রথম
active	এক্টিভ
chaisilam	চাইছিলাম
fan	ফ্যান
felsi	ফেলছি
giye	গিয়ে
ignore	ইগনোর
mak	মাক
manus	মানুষ
maramari	মারামারি
nisi	নিসি
bhaiya	ভাইয়া
dilm	দিলাম
kotto	কত্তো
police	পুলিশ
rakhe	রাখে
sudhu	শুধু
face	ফেস
kalo	কালো
kichui	কিছুই
mitti	মিট্টি
pay	পে
sabbir	সাব্বির
tulte	তুলতে
aisi	আইসি
ashlo	আসলো
banano	বানানো
dai	দায়
late	লেট
manage	ম্যানেজ
oisob	ওইসব
packet	প্যাকেট
sujog	সুযোগ
bangladesh	বাংলাদেশ
kober	কবের
kobir	কবির
perfect	পারফেক্ট
poll	পল
system	সিস্টেম
tula	তুলা
ageu	আগেও
cheno	চেনো
nahoy	নাহয়
ochuda	ওচুদা
proshno	প্রশ্ন
shanti	শান্তি
thakar	থাকার
bike	বাইক
black	ব্ল্যাক
cake	কেক
decision	ডিসিশন
ekbare	একবারে
kaif	কাইফ
shoot	শুট
taina	তাইনা
mair	মায়ের
notice	নোটিস
pabnar	পাবনার
toke	তোকে
yesh	যেশ
asol	আসল
fela	ফেলা
korlei	করলেই
krbi	করবি
mahin	মাহিন
medical	মেডিকেল
obak	অবাক
vabsi	ভাবছি
view	ভিউ
ajkei	আজকেই
ashlam	আসলাম
dekhbe	দেখবে
jigges	জিগ্যেস
kaje	কাজে
khaise	খাইসে
kosom	কসম
porar	পড়ার
cheat	চিট
hocchena	হচ্ছেনা
instay	ইনস্টায়
krbe	করবে
niba	নিবা
pink	পিংক
porse	পড়সে
raisa	রাইসা
ree	রে
shunlam	শুনলাম
stage	স্টেজ
hoice	হয়েছে
koire	কইরে
partam	পড়তাম
patha	পাঠা
sell	সেল
welcome	ওয়েলকাম
amro	আমরা
auto	অটো
diya	দিয়া
korta	করতা
lilaf	লিলাফ
partisina	পড়তিসিনা
sit	সিট
thakbi	থাকবি
biral	বিড়াল
eivabe	এইভাবে
jaito	যাইতো
malek	মালেক
nise	নিসে
parlam	পড়লাম
rokom	রকম
tate	তাতে
aree	আরে
arian	আরিয়ান
easy	ঈজি
jete	যেতে
oida	ওইদা
omba	ওম্বা
piece	পিস
sarajibon	সারাজীবন
ahare	আহারে
aram	আরাম
bojho	বোঝো
chotto	ছোট্ট
colour	কালার
hospital	হাসপাতাল
jhogra	ঝগড়া
korinai	করিনাই
marar	মারার
shuni	শুনি
arektu	আরেকটু
fuad	ফুয়াদ
koba	কোবা
net	নেট
okhane	ওখানে
owh	ওহ
rafin	রাফিন
request	রিকোয়েস্ট
somporko	সম্পর্ক
chokh	চোখ
faka	ফাঁকা
golpo	গল্প
mubarak	মোবারক
nanu	নানু
sommosa	সমোসা
tah	তাহ
tanvir	তানভির
tukai	তুকাই
valobashi	ভালোবাসি
blend	ব্লেন্ড
felse	ফেলছে
lotir	লটির
okam	অকাম
text	টেক্সট
vudar	ভুদার
bolei	বলেই
eijonne	এইজন্য
hijle	হিজলে
jader	যাদের
kate	কাটে
rakhbo	রাখবো
ahad	আহাদ
